Protein,Gene,Transcript,SignalP,TargetP,TMHMM,PredGPI,WoLF.PSORT,SecretomeP,Uniprot
ENSP00000409513,ENSG00000161249,ENST00000451297,0.879,0.938,PredHel=0,0.0153396,"extr 24, nucl 3, lyso 3",0.311,Q6E0U4
ENSP00000430242,ENSG00000189001,ENST00000452271,0.817,0.947,PredHel=0,0.00109233,"extr 19, E.R. 8, pero 2, lyso 2",0.33,Q6UWP8
ENSP00000406943,ENSG00000238203,ENST00000452329,0.557,0.89,PredHel=0,0.000103184,"extr 20, lyso 7, nucl 3, cyto_nucl 3",0.669,Q9Y334
ENSP00000405039,ENSG00000204580,ENST00000452441,0.807,0.944,PredHel=1,0.990331,"extr 19, E.R. 5, lyso 3, plas 2, pero 2",0.11,Q08345
ENSP00000394612,ENSG00000184613,ENST00000452445,0.845,0.945,PredHel=1,0.59209,"extr 23, pero 5, lyso 3",0.653,Q99435
ENSP00000399436,ENSG00000229432,ENST00000452899,0.845,0.957,PredHel=0,0.306178,"extr 28, pero 2",0.816,Q6UXA7
ENSP00000406347,ENSG00000230930,ENST00000452937,0.847,0.927,PredHel=1,0.588876,"extr 28, lyso 3",0.764,P13942
ENSP00000401208,ENSG00000230456,ENST00000453510,0.807,0.944,PredHel=1,0.989145,"extr 19, E.R. 5, lyso 3, plas 2, pero 2",0.127,Q08345
ENSP00000409917,ENSG00000164733,ENST00000453527,0.841,0.894,PredHel=0,0.218227,"extr 25, lyso 7",0.723,P07858
ENSP00000399686,ENSG00000234729,ENST00000453588,0.911,0.976,PredHel=1,0.212435,"extr 25, E.R. 3, lyso 3",0.521,Q15109
ENSP00000402884,ENSG00000168743,ENST00000453617,0.832,0.974,PredHel=0,0.219077,"extr 22, E.R. 6, pero 2, lyso 2",0.372,Q6UXI9
ENSP00000388086,ENSG00000163701,ENST00000454190,0.835,0.941,PredHel=0,0.0265875,"extr 28, lyso 2",0.329,Q8NFR9
ENSP00000416509,ENSG00000231408,ENST00000454550,0.919,0.973,PredHel=1,0.0661744,"extr 26, lyso 4",0.92,P01374
ENSP00000406091,ENSG00000204580,ENST00000454612,0.807,0.944,PredHel=1,0.989145,"extr 19, E.R. 5, lyso 3, plas 2, pero 2",0.127,Q08345
ENSP00000407158,ENSG00000183378,ENST00000454689,0.622,0.706,PredHel=0,5.80E-05,"extr 21, pero 3, golg 3, E.R. 2, lyso 2",0.724,Q7RTZ1
ENSP00000400393,ENSG00000234078,ENST00000454774,0.807,0.944,PredHel=1,0.989145,"extr 19, E.R. 5, lyso 3, plas 2, pero 2",0.127,Q08345
ENSP00000403495,ENSG00000226979,ENST00000454783,0.919,0.973,PredHel=1,0.0661744,"extr 26, lyso 4",0.92,P01374
ENSP00000406773,ENSG00000161634,ENST00000456047,0.893,0.939,PredHel=0,0.0421247,extr 32,0.943,P81605
ENSP00000394999,ENSG00000017427,ENST00000456098,0.563,0.715,PredHel=0,0.750657,extr 31,0.937,P05019
ENSP00000398514,ENSG00000011465,ENST00000456569,0.858,0.957,PredHel=0,0.983686,extr 31,0.902,P07585
ENSP00000409911,ENSG00000112715,ENST00000457104,0.859,0.945,PredHel=0,0.314482,"extr 23, cyto 5, lyso 2",0.84,P15692
ENSP00000395137,ENSG00000142910,ENST00000457433,0.792,0.91,PredHel=0,0.333649,"extr 18, plas 4, lyso 3, mito 2, golg 2, cysk",0.907,Q9GZM7
ENSP00000411439,ENSG00000237353,ENST00000457514,0.838,0.938,PredHel=0,0.244201,"extr 24, cyto_mito 5.5, mito 5",0.878,P0C8F1
ENSP00000399604,ENSG00000237165,ENST00000457875,0.915,0.803,PredHel=1,0.987595,"extr 27, lyso 4",0.34,Q15517
ENSP00000414952,ENSG00000224544,ENST00000458589,0.851,0.935,PredHel=0,0.37067,"extr 21, mito 6, pero 3, cyto_mito 3, mito_nu",0.737,Q9UIG4
ENSP00000398550,ENSG00000164871,ENST00000458665,0.887,0.944,PredHel=0,0.339718,extr 31,0.943,Q08648
ENSP00000417692,ENSG00000114204,ENST00000461846,0.887,0.975,PredHel=0,0.295688,"extr 14, E.R. 10, plas 5, E.R._mito 5, E.R._g",0.697,O75830
ENSP00000455948,ENSG00000261210,ENST00000465414,0.845,0.96,PredHel=0,0.990954,"extr 26, mito 2, nucl 1, cyto 1, cyto_nucl 1,",0.886,Q6UXS0
ENSP00000418009,ENSG00000106538,ENST00000466675,0.831,0.9,PredHel=0,0.749357,extr 31,0.971,Q99969
ENSP00000418328,ENSG00000002726,ENST00000467291,0.848,0.942,PredHel=0,0.252061,"extr 19, cyto 3, lyso 3, cyto_pero 3, nucl 2,",0.704,P19801
ENSP00000420618,ENSG00000110680,ENST00000469608,0.855,0.933,PredHel=0,0.768643,extr 32,0.948,P01258
ENSP00000431700,ENSG00000126091,ENST00000469715,0.212,0.983,PredHel=1,0.639212,"extr 28, lyso 4",0.952,Q11203
ENSP00000419407,ENSG00000114204,ENST00000471111,0.887,0.975,PredHel=0,0.295688,"extr 14, E.R. 10, plas 5, E.R._mito 5, E.R._g",0.697,O75830
ENSP00000435033,ENSG00000107317,ENST00000471521,0.827,0.945,PredHel=0,0.489691,"extr 25, lyso 3, cyto_pero 2.5",0.703,P41222
ENSP00000418285,ENSG00000163359,ENST00000472056,0.862,0.888,PredHel=0,0.472845,"extr 15, mito 4, nucl 3, pero 3, cyto_mito 3,",0.274,P12111
ENSP00000420566,ENSG00000153446,ENST00000472572,0.921,0.964,PredHel=0,0.636503,"extr 25, lyso 5",0.711,Q6UX73
ENSP00000471177,ENSG00000104818,ENST00000474913,0.173,0.104,PredHel=0,0.923744,"extr 24, nucl 4, cyto 2, mito 2, cyto_mito 2",0.938,M0R0E6
ENSP00000420621,ENSG00000114204,ENST00000476257,0.887,0.975,PredHel=0,0.295688,"extr 14, E.R. 10, plas 5, E.R._mito 5, E.R._g",0.697,O75830
ENSP00000417185,ENSG00000179403,ENST00000476993,0.837,0.863,PredHel=0,0.365586,"extr 17, lyso 7, mito 4, pero 2, E.R._mito 2",0.494,Q6PCB0
ENSP00000433347,ENSG00000240038,ENST00000477657,0.901,0.881,PredHel=0,0.299257,"extr 17, lyso 5, mito 4, pero 4, mito_pero 4",0.716,P19961
ENSP00000418575,ENSG00000183662,ENST00000478136,0.855,0.963,PredHel=1,0.271739,"extr 20, mito 7, plas 1, nucl 1, cyto 1, E.R.",0.3,Q7Z5A9
ENSP00000431382,ENSG00000165799,ENST00000481538,0.856,0.968,PredHel=1,0.837424,extr 32,0.935,Q9H1E1
ENSP00000418483,ENSG00000106538,ENST00000482669,0.831,0.9,PredHel=0,0.749357,extr 31,0.971,Q99969
ENSP00000421978,ENSG00000204580,ENST00000482873,0.807,0.944,PredHel=0,0.40431,extr 29,0.964,Q08345
ENSP00000470713,ENSG00000188508,ENST00000484218,0.903,0.97,PredHel=0,0.647878,"extr 28, E.R. 3",0.946,P60985
ENSP00000417833,ENSG00000110680,ENST00000486207,0.855,0.924,PredHel=0,0.939222,extr 32,0.923,P06881
ENSP00000425159,ENSG00000026103,ENST00000488877,0.602,0.891,PredHel=0,0.272511,extr 29,0.953,P25445
ENSP00000451525,ENSG00000197249,ENST00000489769,0.916,0.959,PredHel=0,0.245259,"extr 21, E.R. 6, plas 3, E.R._mito 3, E.R._go",0.768,P01009
ENSP00000417222,ENSG00000153002,ENST00000491148,0.806,0.832,PredHel=0,0.934317,"extr 17, E.R. 13",0.716,P15086
ENSP00000419466,ENSG00000105989,ENST00000491214,0.867,0.966,PredHel=0,0.869198,"extr 24, nucl 5",0.966,C9JUI2
ENSP00000420042,ENSG00000163520,ENST00000492059,0.88,0.964,PredHel=0,0.221086,"extr 16, cyto_pero 4.16667, mito_pero 3.66667",0.607,P98095
ENSP00000422453,ENSG00000026103,ENST00000492756,0.602,0.891,PredHel=0,0.24751,extr 31,0.94,P25445
ENSP00000432063,ENSG00000058085,ENST00000493293,0.901,0.856,PredHel=0,0.00700506,"extr 20, extr_plas 13.5, plas 5, lyso 5",0.371,Q13753
ENSP00000418614,ENSG00000002726,ENST00000493429,0.848,0.942,PredHel=0,0.252061,"extr 19, cyto 3, lyso 3, cyto_pero 3, nucl 2,",0.704,P19801
ENSP00000420452,ENSG00000100593,ENST00000493585,0.919,0.872,PredHel=1,0.00183192,"extr 20, golg 8, lyso 3",0.642,Q6H9L7
ENSP00000423755,ENSG00000026103,ENST00000494410,0.602,0.891,PredHel=0,0.272511,extr 29,0.953,P25445
ENSP00000419061,ENSG00000204681,ENST00000494877,0.822,0.873,PredHel=0,0.161219,"extr 25, lyso 3, cyto_nucl 1.83333, nucl 1.5",0.719,Q9UBS5
ENSP00000417382,ENSG00000181744,ENST00000495414,0.106,0.107,PredHel=0,0.788736,"extr 11, cyto 10.5, cyto_nucl 10, nucl 8.5",0.924,Q8NDZ4
ENSP00000417496,ENSG00000183662,ENST00000496687,0.855,0.963,PredHel=1,0.271739,"extr 20, mito 7, plas 1, nucl 1, cyto 1, E.R.",0.3,Q7Z5A9
ENSP00000431406,ENSG00000187021,ENST00000497792,0.903,0.942,PredHel=0,0.0844518,"extr 25, mito 6",0.946,E7EX42
ENSP00000426678,ENSG00000182585,ENST00000502358,0.564,0.941,PredHel=0,0.244721,"extr 22, mito 4, cyto_nucl 4, nucl 3, cyto 3",0.928,Q6UW88
ENSP00000425890,ENSG00000182585,ENST00000503098,0.564,0.937,PredHel=0,0.544106,"extr 22, nucl 4, mito 4, cyto_nucl 4",0.943,Q6UW88
ENSP00000427548,ENSG00000145147,ENST00000503823,0.826,0.92,PredHel=0,0.101172,"extr 26, E.R. 2.5, lyso 2, E.R._golg 2",0.394,O94813
ENSP00000422261,ENSG00000145147,ENST00000503837,0.826,0.92,PredHel=0,0.100708,"extr 26, E.R. 2.5, lyso 2, E.R._golg 2",0.409,O94813
ENSP00000422591,ENSG00000145147,ENST00000504154,0.826,0.92,PredHel=0,0.101928,"extr 27, E.R. 2.5, E.R._golg 2",0.407,O94813
ENSP00000422452,ENSG00000187689,ENST00000504451,0.707,0.691,PredHel=0,0.555696,"mito 18, extr 13",0.944,Q6UX39
ENSP00000423138,ENSG00000171201,ENST00000504825,0.849,0.956,PredHel=0,0.0701834,"extr 23, mito 4, nucl 2, mito_pero 2",0.37,P02814
ENSP00000424392,ENSG00000182585,ENST00000505212,0.558,0.947,PredHel=0,0.325431,"extr 20, mito 5, cyto_nucl 4.5, cyto 4",0.929,Q6UW88
ENSP00000425915,ENSG00000250722,ENST00000506577,0.825,0.905,PredHel=0,NA,"extr 27, lyso 3",0.722,P49908
ENSP00000422474,ENSG00000168743,ENST00000506666,0.837,0.955,PredHel=0,0.213241,"extr 23, E.R. 5, lyso 3",0.394,Q6UXI9
ENSP00000421030,ENSG00000250120,ENST00000506939,0.881,0.976,PredHel=0,0.0655021,"extr 24, E.R. 2.5, pero 2, lyso 2, E.R._golg ",0.405,Q9Y5I2
ENSP00000425467,ENSG00000096395,ENST00000507738,0.787,0.943,PredHel=1,0.408226,"extr 26, E.R. 3",0.934,P12872
ENSP00000424571,ENSG00000138829,ENST00000508053,0.844,0.949,PredHel=1,0.849264,"extr 21, E.R. 3, pero 3, lyso 2, E.R._mito 2,",0.473,P35556
ENSP00000426630,ENSG00000182585,ENST00000509145,0.18,0.44,PredHel=0,0.518299,"extr 19, cyto 8.5, cyto_nucl 6, nucl 2.5",0.94,Q6UW88
ENSP00000421038,ENSG00000173083,ENST00000509906,0.513,0.932,PredHel=0,0.0101399,"extr 21, E.R. 3, pero 3, nucl 2, mito 2, mito",0.82,Q9Y251
ENSP00000427671,ENSG00000250722,ENST00000511224,0.825,0.905,PredHel=0,NA,"extr 27, lyso 3",0.722,P49908
ENSP00000424501,ENSG00000126550,ENST00000511674,0.913,0.92,PredHel=0,0.498454,extr 32,0.977,P15515
ENSP00000422432,ENSG00000164035,ENST00000511970,0.774,0.944,PredHel=1,0.0330846,"extr 18, pero 5, plas 4, cyto 2, cysk_plas 2",0.161,Q9ULC0
ENSP00000423265,ENSG00000173083,ENST00000512196,0.513,0.932,PredHel=0,0.000446938,"extr 17, mito 4, E.R. 4, E.R._mito 4",0.766,Q9Y251
ENSP00000424008,ENSG00000254647,ENST00000512523,0.89,0.973,PredHel=0,0.976283,extr 32,0.974,A6XGL2
ENSP00000426177,ENSG00000196104,ENST00000512648,0.689,0.9,PredHel=1,0.194017,"extr 28, mito 4",0.908,Q9BQ16
ENSP00000421365,ENSG00000173083,ENST00000513463,0.513,0.932,PredHel=0,0.000700264,"extr 16, mito 5, E.R. 4, mito_pero 4",0.739,Q9Y251
ENSP00000422044,ENSG00000168743,ENST00000514622,0.837,0.956,PredHel=0,0.206511,"extr 23, E.R. 5, lyso 3",0.374,Q6UXI9
ENSP00000426550,ENSG00000182585,ENST00000514968,0.558,0.947,PredHel=0,0.62196,"extr 22, cyto_nucl 4.5, nucl 4, cyto 3, mito ",0.94,Q6UW88
ENSP00000420939,ENSG00000250722,ENST00000514985,0.825,0.905,PredHel=0,NA,"extr 27, lyso 3",0.722,P49908
ENSP00000427744,ENSG00000104415,ENST00000517423,0.776,0.962,PredHel=0,0.98567,extr 32,0.941,O95388
ENSP00000428771,ENSG00000189001,ENST00000518157,0.817,0.947,PredHel=0,0.000327446,"extr 28, E.R. 3",0.539,Q6UWP8
ENSP00000428331,ENSG00000229415,ENST00000518529,0.138,0.162,PredHel=0,0.926486,"extr 15, cyto_nucl 10.1667, cyto 8.5, nucl 6.",0.939,P0C7M3
ENSP00000431112,ENSG00000165078,ENST00000518549,0.672,0.771,PredHel=0,0.51785,"mito 15.5, extr 9, mito_pero 8.5, cyto 5",0.932,Q8N4T0
ENSP00000430829,ENSG00000112715,ENST00000518689,0.859,0.945,PredHel=0,0.68722,"extr 21, cyto 3, lyso 3, nucl 2, pero 2, cyto",0.913,P15692
ENSP00000430002,ENSG00000112715,ENST00000518824,0.859,0.945,PredHel=0,0.838016,"extr 23, cyto 3, lyso 3",0.947,P15692
ENSP00000430533,ENSG00000154589,ENST00000518893,0.674,0.841,PredHel=0,0.813748,extr 31,0.953,Q9Y6Y9
ENSP00000429695,ENSG00000160886,ENST00000519387,0.872,0.978,PredHel=0,0.00454789,extr 31,0.915,Q17RY6
ENSP00000429185,ENSG00000104415,ENST00000519433,0.765,0.859,PredHel=0,0.78351,"extr 23, mito 5, nucl 1, cyto 1, cyto_nucl 1,",0.927,O95388
ENSP00000428719,ENSG00000168878,ENST00000519937,0.87,0.972,PredHel=0,0.875086,"extr 27, lyso 2",0.698,P07988
ENSP00000427750,ENSG00000104432,ENST00000520269,0.739,0.949,PredHel=0,0.77807,extr 31,0.943,P13232
ENSP00000433289,ENSG00000157168,ENST00000520502,0.107,0.081,PredHel=1,0.996551,"plas 28.5, extr_plas 15",0.918,Q02297
ENSP00000428321,ENSG00000112715,ENST00000520948,0.859,0.945,PredHel=0,0.683248,"extr 22, cyto 3, lyso 3, nucl 2, pero 2",0.917,P15692
ENSP00000429008,ENSG00000112715,ENST00000523125,0.859,0.945,PredHel=0,0.189381,"extr 23, cyto 4, pero 2, lyso 2, cyto_mito 2,",0.943,P15692
ENSP00000429620,ENSG00000120885,ENST00000523500,0.842,0.958,PredHel=0,0.455985,"extr 20, nucl 4.5, lyso 4, cyto_nucl 3.5",0.848,P10909
ENSP00000430479,ENSG00000112715,ENST00000523873,0.859,0.945,PredHel=0,0.683254,"extr 22, cyto 3, lyso 3, nucl 2, pero 2",0.946,P15692
ENSP00000429643,ENSG00000112715,ENST00000523950,0.859,0.945,PredHel=0,0.660458,"extr 23, cyto 3, lyso 3",0.942,P15692
ENSP00000431205,ENSG00000149582,ENST00000524725,0.763,0.904,PredHel=0,0.0219174,"extr 20, lyso 5, cyto_nucl 3.5, nucl 3, cyto ",0.695,Q86YD3
ENSP00000435179,ENSG00000085063,ENST00000525763,0.879,0.954,PredHel=0,7.41E-07,extr 29,0.958,P13987
ENSP00000433016,ENSG00000186652,ENST00000525955,0.9,0.928,PredHel=0,0.197552,extr 32,0.933,P13727
ENSP00000437158,ENSG00000205649,ENST00000526767,0.904,0.941,PredHel=0,0.477735,extr 31,0.933,P15516
ENSP00000432942,ENSG00000085063,ENST00000527577,0.879,0.954,PredHel=0,7.41E-07,extr 29,0.958,P13987
ENSP00000433933,ENSG00000187021,ENST00000528052,0.903,0.942,PredHel=0,0.908277,"extr 21, cyto 5.5, cyto_nucl 5.5, nucl 2.5",0.689,P54315
ENSP00000434589,ENSG00000054938,ENST00000528471,0.119,0.176,PredHel=0,0.95823,"extr 27, nucl 2",0.938,Q6WN34
ENSP00000434617,ENSG00000085063,ENST00000528700,0.879,0.954,PredHel=0,7.41E-07,extr 29,0.958,P13987
ENSP00000434101,ENSG00000134443,ENST00000529320,0.894,0.91,PredHel=0,0.516879,extr 31,0.903,P07492
ENSP00000437293,ENSG00000126091,ENST00000530581,0.22,0.984,PredHel=1,0.00469893,"extr 28, lyso 4",0.957,Q11203
ENSP00000435105,ENSG00000164733,ENST00000530640,0.841,0.894,PredHel=0,0.218227,"extr 25, lyso 7",0.723,P07858
ENSP00000433215,ENSG00000164733,ENST00000531089,0.841,0.894,PredHel=0,0.218227,"extr 25, lyso 7",0.723,P07858
ENSP00000435603,ENSG00000126091,ENST00000531451,0.22,0.984,PredHel=1,0.762414,"extr 28, lyso 3",0.939,Q11203
ENSP00000435295,ENSG00000172638,ENST00000531972,0.913,0.98,PredHel=0,0.0113184,"extr 28, lyso 3",0.828,O95967
ENSP00000434349,ENSG00000110080,ENST00000532243,0.857,0.961,PredHel=1,0.0534228,"extr 16, E.R. 7, plas 5, pero 3",0.873,Q11206
ENSP00000437067,ENSG00000164520,ENST00000532335,0.483,0.968,PredHel=1,0.708593,extr 29,0.901,Q8TD07
ENSP00000435621,ENSG00000126091,ENST00000533212,0.212,0.983,PredHel=1,0.876133,extr 31,0.97,Q11203
ENSP00000432918,ENSG00000149735,ENST00000533257,0.859,0.972,PredHel=0,0.809514,extr 30,0.935,Q96T91
ENSP00000432244,ENSG00000164733,ENST00000533455,0.841,0.894,PredHel=0,0.218227,"extr 25, lyso 7",0.723,P07858
ENSP00000433231,ENSG00000186652,ENST00000533605,0.9,0.928,PredHel=0,0.19712,extr 32,0.926,P13727
ENSP00000432965,ENSG00000126091,ENST00000533933,0.212,0.983,PredHel=1,0.338229,"extr 28, lyso 4",0.902,Q11203
ENSP00000432055,ENSG00000054938,ENST00000534276,0.116,0.085,PredHel=0,0.270822,"extr 28, nucl 2",0.934,Q6WN34
ENSP00000434217,ENSG00000164733,ENST00000534510,0.841,0.894,PredHel=0,0.218227,"extr 25, lyso 7",0.723,P07858
ENSP00000434159,ENSG00000187021,ENST00000534537,0.903,0.942,PredHel=0,0.909685,"extr 21, cyto 5.5, cyto_nucl 5.5, nucl 2.5",0.679,E9PRT6
ENSP00000443526,ENSG00000240247,ENST00000535841,0.921,0.967,PredHel=0,0.552197,extr 32,0.939,P59665
ENSP00000444651,ENSG00000102924,ENST00000536749,0.812,0.957,PredHel=0,0.0656549,"extr 21, mito 6, E.R. 3, cyto_mito 3, mito_pe",0.895,P23435
ENSP00000443478,ENSG00000041982,ENST00000537320,0.837,0.897,PredHel=1,0.16319,"extr 28, E.R. 2, lyso 2",0.486,P24821
ENSP00000440328,ENSG00000124159,ENST00000537548,0.813,0.968,PredHel=0,0.988689,"extr 28, cyto 1, pero 1, lyso 1, golg 1, cyto",0.737,O95460
ENSP00000439700,ENSG00000137261,ENST00000537886,0.664,0.888,PredHel=0,0.0136525,"extr 19, extr_plas 13.5, plas 6, lyso 5",0.556,Q5VV43
ENSP00000442424,ENSG00000127318,ENST00000538666,0.92,0.922,PredHel=1,0.642008,extr 31,0.928,Q9GZX6
ENSP00000445064,ENSG00000151948,ENST00000539044,0.387,0.136,PredHel=0,0.527315,"mito 21, cyto 7, extr 2, nucl 2",0.935,Q96MS3
ENSP00000438414,ENSG00000111186,ENST00000539198,0.833,0.961,PredHel=0,0.724259,extr 30,0.972,F5H034
ENSP00000440185,ENSG00000101327,ENST00000539905,0.917,0.952,PredHel=0,0.795357,extr 30,0.938,P01213
ENSP00000440496,ENSG00000197614,ENST00000540087,0.644,0.915,PredHel=0,0.825467,extr 32,0.963,Q13361
ENSP00000442259,ENSG00000101327,ENST00000540134,0.917,0.952,PredHel=0,0.795357,extr 30,0.938,P01213
ENSP00000442488,ENSG00000119655,ENST00000541064,0.934,0.96,PredHel=0,0.675637,extr 31,0.942,P61916
ENSP00000440600,ENSG00000111186,ENST00000542408,0.833,0.974,PredHel=0,0.58485,extr 30,0.966,F5GYM2
ENSP00000445002,ENSG00000110243,ENST00000542499,0.883,0.922,PredHel=0,0.897584,"extr 24, lyso 5",0.743,Q6Q788
ENSP00000442348,ENSG00000111186,ENST00000543071,0.833,0.961,PredHel=0,0.426423,extr 32,0.921,F5H7Q6
ENSP00000443289,ENSG00000213022,ENST00000544410,0.788,0.832,PredHel=0,0.107945,extr 30,0.936,Q9UKQ9
ENSP00000438046,ENSG00000111215,ENST00000544994,0.899,0.944,PredHel=0,0.0339251,extr 32,0.941,Q16378
ENSP00000439634,ENSG00000126091,ENST00000545417,0.234,0.982,PredHel=1,0.718722,extr 29,0.949,Q11203
ENSP00000442965,ENSG00000102854,ENST00000545450,0.692,0.841,PredHel=1,7.86E-08,"extr 16, E.R. 6.5, lyso 5, E.R._golg 5, golg ",0.477,Q13421
ENSP00000445395,ENSG00000111186,ENST00000545811,0.833,0.961,PredHel=0,0.505437,extr 31,0.952,F5H364
ENSP00000439251,ENSG00000173391,ENST00000545927,0.108,0.481,PredHel=1,0.941212,"plas 14.5, extr_plas 10, cyto 7, extr 4.5, E.",0.903,P78380
ENSP00000450415,ENSG00000161634,ENST00000546807,0.892,0.958,PredHel=0,0.8851,extr 32,0.935,P81605
ENSP00000447588,ENSG00000258223,ENST00000547058,0.943,0.979,PredHel=0,0.321214,"extr 24, pero 3, plas 2, E.R. 2",0.875,Q8IYP2
ENSP00000447211,ENSG00000165899,ENST00000547103,0.862,0.967,PredHel=0,0.964154,"extr 19, E.R. 4, plas 2, mito 2, lyso 2, E.R.",0.633,Q3ZCN5
ENSP00000448579,ENSG00000206320,ENST00000547328,0.911,0.977,PredHel=1,0.102243,"extr 25, mito 5",0.676,Q15109
ENSP00000448531,ENSG00000232569,ENST00000547410,0.822,0.873,PredHel=0,0.161219,"extr 25, lyso 3, cyto_nucl 1.83333, nucl 1.5",0.719,Q9UBS5
ENSP00000449708,ENSG00000229058,ENST00000547651,0.911,0.976,PredHel=1,0.208656,"extr 25, E.R. 3, lyso 3",0.554,Q15109
ENSP00000449839,ENSG00000204954,ENST00000547945,0.646,0.845,PredHel=0,0.923609,"extr 11, cyto 9, cyto_nucl 7.5, mito 5, nucl ",0.928,Q69YU5
ENSP00000450134,ENSG00000234729,ENST00000548464,0.911,0.977,PredHel=1,0.102243,"extr 25, mito 5",0.676,Q15109
ENSP00000446983,ENSG00000232632,ENST00000548767,0.822,0.873,PredHel=0,0.161219,"extr 25, lyso 3, cyto_nucl 1.83333, nucl 1.5",0.719,Q9UBS5
ENSP00000448771,ENSG00000204954,ENST00000549478,0.646,0.845,PredHel=0,0.923609,"extr 11, cyto 9, cyto_nucl 7.5, mito 5, nucl ",0.928,Q69YU5
ENSP00000447301,ENSG00000229058,ENST00000549758,0.911,0.977,PredHel=1,0.102243,"extr 25, mito 5",0.676,Q15109
ENSP00000447233,ENSG00000170890,ENST00000549767,0.102,0.085,PredHel=0,0.807976,"extr 25, nucl 3, cyto 3, cyto_nucl 3",0.914,F8W062
ENSP00000449275,ENSG00000227801,ENST00000549811,0.847,0.927,PredHel=1,0.027149,"extr 17, E.R. 7, lyso 5, E.R._golg 5",0.051,P13942
ENSP00000446835,ENSG00000234729,ENST00000550562,0.911,0.976,PredHel=1,0.208656,"extr 25, E.R. 3, lyso 3",0.554,Q15109
ENSP00000449226,ENSG00000206320,ENST00000551254,0.911,0.976,PredHel=1,0.208656,"extr 25, E.R. 3, lyso 3",0.554,Q15109
ENSP00000448979,ENSG00000237405,ENST00000551381,0.911,0.977,PredHel=1,0.102243,"extr 25, mito 5",0.676,Q15109
ENSP00000447864,ENSG00000227801,ENST00000551542,0.847,0.927,PredHel=1,0.0327331,"extr 16, E.R. 8, extr_plas 8",0.061,P13942
ENSP00000448735,ENSG00000204852,ENST00000551590,0.897,0.956,PredHel=0,0.160352,"extr 25.5, extr_plas 13.5, lyso 4",0.787,Q2MV58
ENSP00000449042,ENSG00000237405,ENST00000551827,0.911,0.976,PredHel=1,0.208656,"extr 25, E.R. 3, lyso 3",0.554,Q15109
ENSP00000446916,ENSG00000258223,ENST00000552471,0.943,0.979,PredHel=0,0.321214,"extr 24, pero 3, plas 2, E.R. 2",0.875,Q8IYP2
ENSP00000446776,ENSG00000123342,ENST00000552872,0.804,0.89,PredHel=0,0.762952,"extr 22, cyto_nucl 5, mito 4, nucl 3, cyto 3",0.944,Q99542
ENSP00000447654,ENSG00000011465,ENST00000552962,0.858,0.955,PredHel=0,0.85266,"extr 20, mito 5, lyso 4",0.557,P07585
ENSP00000447292,ENSG00000074527,ENST00000553059,0.807,0.889,PredHel=1,0.0384511,"extr 23, golg 3.5, pero 3, E.R._golg 2.5",0.404,Q9HB63
ENSP00000446981,ENSG00000204954,ENST00000553183,0.646,0.845,PredHel=0,0.923609,"extr 11, cyto 9, cyto_nucl 7.5, mito 5, nucl ",0.928,Q69YU5
ENSP00000451318,ENSG00000173464,ENST00000553849,0.805,0.971,PredHel=0,9.91E-05,extr 29,0.933,Q8TAA1
ENSP00000451624,ENSG00000258818,ENST00000555597,0.862,0.94,PredHel=1,0.658808,extr 32,0.924,P34096
ENSP00000451112,ENSG00000119655,ENST00000555619,0.934,0.96,PredHel=0,0.820115,extr 30,0.94,P61916
ENSP00000452245,ENSG00000258818,ENST00000555835,0.862,0.94,PredHel=1,0.658808,extr 32,0.924,P34096
ENSP00000451563,ENSG00000173464,ENST00000555841,0.805,0.971,PredHel=0,9.91E-05,extr 29,0.933,Q8TAA1
ENSP00000451110,ENSG00000119699,ENST00000556285,0.851,0.97,PredHel=1,0.0947497,"extr 23, E.R. 4, golg 2",0.832,P10600
ENSP00000450580,ENSG00000258436,ENST00000556526,0.718,0.963,PredHel=0,0.551674,extr 30,0.935,Q5GAN4
ENSP00000452476,ENSG00000196136,ENST00000556968,0.829,0.928,PredHel=0,0.42031,"extr 19, E.R. 4.5, E.R._mito 3.5, plas 3, per",0.857,P01011
ENSP00000452780,ENSG00000166710,ENST00000558401,0.773,0.879,PredHel=0,0.0161772,"extr 28, lyso 2",0.879,P61769
ENSP00000454134,ENSG00000125378,ENST00000558984,0.79,0.966,PredHel=0,0.0631239,"extr 19, E.R. 7, golg 4",0.947,P12644
ENSP00000453485,ENSG00000125378,ENST00000559087,0.79,0.966,PredHel=0,0.0631239,"extr 19, E.R. 7, golg 4",0.947,P12644
ENSP00000453350,ENSG00000166710,ENST00000559916,0.773,0.879,PredHel=0,0.0161772,"extr 28, lyso 2",0.879,P61769
ENSP00000453191,ENSG00000166710,ENST00000561424,0.773,0.879,PredHel=0,0.0161772,"extr 28, lyso 2",0.879,P61769
ENSP00000457623,ENSG00000234465,ENST00000562255,0.139,0.156,PredHel=0,0.674137,"extr 22, nucl 8",0.932,A6NC86
ENSP00000456310,ENSG00000234465,ENST00000562365,0.139,0.156,PredHel=0,0.674137,"extr 22, nucl 8",0.932,A6NC86
ENSP00000456513,ENSG00000175267,ENST00000563755,0.129,0.06,PredHel=0,0.943861,"extr 21, nucl 5.5, cyto_nucl 5.33333, cyto 4",0.918,A6NCI4
